Acquired Company,Acquiring Company,Year of acquisition announcement,Deal announced on,Price,Status,Terms
Accelio Corporation,Adobe,2002,15-04-2002,Undisclosed amount,Undisclosed,Undisclosed
Aldus Corp,Adobe,1994,31-08-1994,Undisclosed amount,Undisclosed,Undisclosed
Amicima,Adobe,2006,28-06-1905,Undisclosed amount,Undisclosed,Undisclosed
Ares Software,Adobe,1996,20-05-1996,Undisclosed amount,Undisclosed,Undisclosed
Auditude,Adobe,2011,01-11-2011,"$120,000,000",Undisclosed,Cash
Behance,Adobe,2012,20-12-2012,Undisclosed amount,Undisclosed,Undisclosed
BluePoint Technologies,Adobe,1990,20-06-1990,Undisclosed amount,Undisclosed,Undisclosed
Day Software,Adobe,2010,28-07-2010,"$240,000,000",Undisclosed,Cash
Demdex,Adobe,2011,18-01-2011,Undisclosed amount,Undisclosed,Undisclosed
DigiDox,Adobe,1997,16-09-1997,Undisclosed amount,Undisclosed,Undisclosed
EchoSign,Adobe,2011,18-07-2011,Undisclosed amount,Undisclosed,Undisclosed
Efficient Frontier,Adobe,2011,30-11-2011,"$400,000,000",Undisclosed,Undisclosed
Emerald City Software,Adobe,1990,19-03-1990,Undisclosed amount,Undisclosed,Undisclosed
Fotiva,Adobe,2001,05-12-2001,Undisclosed amount,Undisclosed,Undisclosed
Frame Technology,Adobe,1995,30-10-1995,Undisclosed amount,Undisclosed,Undisclosed
GoLive Systems,Adobe,1999,04-01-1999,Undisclosed amount,Undisclosed,Undisclosed
GoodBarry,Adobe,2009,31-08-2009,Undisclosed amount,Undisclosed,Undisclosed
HyWay Ferranti,Adobe,1997,05-09-1997,Undisclosed amount,Undisclosed,Undisclosed
Ideacodes,Adobe,2013,28-05-2013,Undisclosed amount,Undisclosed,Undisclosed
InterAKT,Adobe,2006,05-09-2006,Undisclosed amount,Undisclosed,Undisclosed
IRIDAS,Adobe,2011,07-09-2011,Undisclosed amount,Undisclosed,Undisclosed
Macromedia,Adobe,2005,03-12-2005,"$3,400,000,000",Undisclosed,Stock
Navisware,Adobe,2005,16-12-2005,Undisclosed amount,Undisclosed,Undisclosed
Neolane,Adobe,2013,27-06-2013,"$600,000,000",Undisclosed,Undisclosed
Nitobi Software,Adobe,2011,03-10-2011,Undisclosed amount,Undisclosed,Undisclosed
OCR Systems,Adobe,1992,29-06-1992,Undisclosed amount,Undisclosed,Undisclosed
OKYZ,Adobe,2004,07-12-2004,Undisclosed amount,Undisclosed,Undisclosed
Omniture,Adobe,2009,23-10-2009,"$1,800,000,000",Undisclosed,Stock
Photoshop,Adobe,1995,17-06-1905,Undisclosed amount,Undisclosed,Undisclosed
Pixmantec,Adobe,2006,26-06-2006,Undisclosed amount,Undisclosed,Undisclosed
Sandcastle,Adobe,1997,14-03-1997,Undisclosed amount,Undisclosed,Undisclosed
Scene7,Adobe,2007,03-05-2007,Undisclosed amount,Undisclosed,Cash
Serious Magic,Adobe,2006,20-10-2006,Undisclosed amount,Undisclosed,Undisclosed
Thumb Labs,Adobe,2013,22-05-2013,Undisclosed amount,Undisclosed,Undisclosed
Trade and Technologies France,Adobe,2006,21-04-2006,Undisclosed amount,Undisclosed,Undisclosed
Typekit,Adobe,2011,03-10-2011,Undisclosed amount,Undisclosed,Undisclosed
Virtual Ubiquity,Adobe,2007,30-09-2007,Undisclosed amount,Undisclosed,Cash
YaWah,Adobe,2008,15-09-2008,Undisclosed amount,Undisclosed,Undisclosed
AbeBooks,Amazon,2008,01-08-2008,Undisclosed amount,Undisclosed,Undisclosed
Accept.Com,Amazon,1999,11-06-1999,Undisclosed amount,Undisclosed,Undisclosed
Alexa,Amazon,1999,01-05-1999,"$250,000,000",Undisclosed,Stock
Amie Street,Amazon,2010,22-09-2010,Undisclosed amount,Undisclosed,Undisclosed
Audible,Amazon,2008,31-01-2008,"$300,000,000",Undisclosed,Cash
Bookpages,Amazon,1998,15-10-1998,Undisclosed amount,Undisclosed,Undisclosed
BookSurge,Amazon,2005,04-04-2005,Undisclosed amount,Undisclosed,Undisclosed
Brilliance Audio,Amazon,2007,23-05-2007,Undisclosed amount,Undisclosed,Undisclosed
BuyVIP,Amazon,2010,07-10-2010,Undisclosed amount,Undisclosed,Undisclosed
CDNOW,Amazon,2003,25-06-1905,Undisclosed amount,Undisclosed,Undisclosed
Comixology,Amazon,2014,10-04-2014,Undisclosed amount,Undisclosed,Undisclosed
CustomFlix,Amazon,2005,08-07-2005,Undisclosed amount,Undisclosed,Undisclosed
Double Helix Games,Amazon,2014,06-02-2014,Undisclosed amount,Undisclosed,Undisclosed
dpreview,Amazon,2007,01-05-2007,Undisclosed amount,Undisclosed,Cash
Evi,Amazon,2013,4//17/2013,"$26,000,000",Complete,Undisclosed
Exchange.Com,Amazon,1999,26-04-1999,Undisclosed amount,Undisclosed,Undisclosed
Fabric.com,Amazon,2008,25-06-2008,Undisclosed amount,Undisclosed,Undisclosed
Goodreads,Amazon,2013,29-03-2013,"$150,000,000",Undisclosed,Undisclosed
GoPago,Amazon,2013,16-12-2013,Undisclosed amount,Undisclosed,Undisclosed
IMDB,Amazon,1998,20-06-1905,Undisclosed amount,Undisclosed,Undisclosed
IVONA Text-To-Speech,Amazon,2013,24-01-2013,Undisclosed amount,Undisclosed,Undisclosed
Kiva Systems,Amazon,2012,19-03-2012,"$775,000,000",Undisclosed,Cash
Lexcycle,Amazon,2009,01-04-2009,Undisclosed amount,Undisclosed,Undisclosed
Liquavista,Amazon,2013,13-05-2013,Undisclosed amount,Undisclosed,Undisclosed
LOVEFiLM,Amazon,2012,15-06-2012,"$2,500,000",Undisclosed,"Cash, Stock"
Mobipocket.com,Amazon,2005,21-04-2005,Undisclosed amount,Undisclosed,Undisclosed
Pushbutton,Amazon,2011,28-07-2011,Undisclosed amount,Undisclosed,Undisclosed
Quidsi,Amazon,2010,08-11-2010,"$545,000,000",Undisclosed,"Cash, Stock"
Quorus,Amazon,2011,28-12-2011,Undisclosed amount,Undisclosed,Undisclosed
Reflexive Entertainment,Amazon,2008,20-10-2008,Undisclosed amount,Undisclosed,Undisclosed
Screentech,Amazon,2013,13-05-2013,Undisclosed amount,Undisclosed,Undisclosed
Shelfari,Amazon,2008,24-08-2008,Undisclosed amount,Undisclosed,Undisclosed
Shopbop,Amazon,2006,27-02-2006,Undisclosed amount,Undisclosed,Undisclosed
SnapTell,Amazon,2009,16-06-2009,Undisclosed amount,Undisclosed,Undisclosed
TeachStreet,Amazon,2012,31-01-2012,Undisclosed amount,Undisclosed,Undisclosed
TenMarks Education,Amazon,2013,01-10-2013,Undisclosed amount,Undisclosed,Undisclosed
TextPayMe,Amazon,2006,28-06-1905,Undisclosed amount,Undisclosed,Undisclosed
The Book Depository,Amazon,2011,04-07-2011,Undisclosed amount,Undisclosed,Undisclosed
Touchco,Amazon,2010,03-02-2010,Undisclosed amount,Undisclosed,Undisclosed
Twitch,Amazon,2014,25-08-2014,"$970,000,000",Pending,Cash
UpNext,Amazon,2012,02-07-2012,Undisclosed amount,Undisclosed,Undisclosed
Without A Box,Amazon,2008,18-01-2008,Undisclosed amount,Undisclosed,Undisclosed
Woot,Amazon,2010,30-06-2010,"$110,000,000",Undisclosed,Cash
Yap,Amazon,2011,08-09-2011,Undisclosed amount,Undisclosed,Cash
Zappos,Amazon,2009,22-07-2009,"$1,200,000,000",Undisclosed,Stock
Songza,Amie Street,2008,01-10-2008,Undisclosed amount,Undisclosed,"Cash, Stock"
5min Media,AOL,2010,28-09-2010,"$65,000,000",Undisclosed,Cash
Adap.tv,AOL,2013,07-08-2013,"$405,000,000",Undisclosed,"Cash, Stock"
ADTECH,AOL,2007,16-05-2007,Undisclosed amount,Undisclosed,Undisclosed
Advertising.com,AOL,2004,01-08-2004,"$435,000,000",Undisclosed,Cash
Aiguarentacar,AOL,2013,10-06-2013,Undisclosed amount,Undisclosed,Undisclosed
Bebo,AOL,2008,13-03-2008,"$850,000,000",Undisclosed,Cash
BookLink Technologies,AOL,1994,01-12-1994,Undisclosed amount,Undisclosed,Undisclosed
buy.at,AOL,2008,01-02-2008,"$125,000,000",Undisclosed,Cash
Certify Data Systems,AOL,2012,05-11-2012,Undisclosed amount,Undisclosed,Undisclosed
CompuServe,AOL,1997,10-11-1997,Undisclosed amount,Undisclosed,Undisclosed
Convertro,AOL,2014,06-05-2014,"$101,000,000",Pending,"Cash, Stock"
eVoice,AOL,2008,01-07-2008,Undisclosed amount,Undisclosed,Undisclosed
GameDaily,AOL,2006,16-08-2006,Undisclosed amount,Undisclosed,Undisclosed
gdgt,AOL,2013,13-02-2013,Undisclosed amount,Undisclosed,Undisclosed
Global Network Navigator,AOL,1996,25-11-1996,Undisclosed amount,Undisclosed,Undisclosed
Going,AOL,2009,11-06-2009,"$10,000,000",Undisclosed,Undisclosed
Goowy,AOL,2008,03-02-2008,Undisclosed amount,Undisclosed,Undisclosed
Gravity,AOL,2014,23-01-2014,"$90,700,000",Undisclosed,Cash
Hipster,AOL,2012,15-03-2012,Undisclosed amount,Undisclosed,Undisclosed
iAmaze,AOL,2000,05-09-2000,Undisclosed amount,Undisclosed,Undisclosed
ICQ,AOL,1998,08-06-1998,"$407,000,000",Undisclosed,Cash
ImagiNation Network,AOL,1996,06-08-1996,Undisclosed amount,Undisclosed,Undisclosed
InfoInterActive,AOL,2001,19-05-2001,"$28,200,000",Undisclosed,Undisclosed
Johnson-Grace,AOL,1996,01-02-1996,Undisclosed amount,Undisclosed,Undisclosed
Lightningcast,AOL,2006,01-05-2006,Undisclosed amount,Undisclosed,Undisclosed
MailBlocks,AOL,2005,04-08-2005,Undisclosed amount,Undisclosed,Undisclosed
MapQuest,AOL,1999,22-12-1999,"$1,100,000,000",Undisclosed,Stock
Medior,AOL,1995,23-05-1995,Undisclosed amount,Undisclosed,Undisclosed
MMAFighting.com,AOL,2009,15-07-2009,Undisclosed amount,Undisclosed,Undisclosed
MovieFone,AOL,1999,01-05-1999,"$525,000,000",Undisclosed,Stock
MusicNow,AOL,2005,03-11-2005,Undisclosed amount,Undisclosed,Undisclosed
NaviSoft,AOL,1994,01-12-1994,Undisclosed amount,Undisclosed,Undisclosed
Netscape,AOL,1998,28-11-1998,"$4,200,000,000",Undisclosed,Stock
Nullsoft,AOL,1999,01-06-1999,"$80,000,000",Undisclosed,Stock
Outside.in,AOL,2011,04-03-2011,Undisclosed amount,Undisclosed,Undisclosed
Patch,AOL,2009,11-06-2009,"$7,000,000",Undisclosed,Undisclosed
Personal Library Software,AOL,1998,26-01-1998,Undisclosed amount,Undisclosed,Undisclosed
Pictela,AOL,2010,16-12-2010,Undisclosed amount,Undisclosed,Undisclosed
PrecisionDemand,AOL,2014,22-05-2014,Undisclosed amount,Pending,Undisclosed
Quack,AOL,2000,02-09-2000,Undisclosed amount,Undisclosed,Undisclosed
Quigo,AOL,2007,07-11-2007,"$363,000,000",Undisclosed,Cash
Rally Up,AOL,2010,31-08-2010,Undisclosed amount,Undisclosed,Undisclosed
Relegence,AOL,2006,06-11-2006,Undisclosed amount,Undisclosed,Undisclosed
Singing Fish,AOL,2003,19-11-2003,Undisclosed amount,Undisclosed,Undisclosed
Socialthing,AOL,2008,21-08-2008,Undisclosed amount,Undisclosed,Undisclosed
Sphere,AOL,2008,15-04-2008,Undisclosed amount,Undisclosed,Undisclosed
Spinner.com,AOL,1999,01-06-1999,"$320,000,000",Undisclosed,Stock
Surphace,AOL,2008,01-04-2008,"$25,000,000",Undisclosed,Undisclosed
Tacoda,AOL,2007,24-07-2007,"$275,000,000",Undisclosed,Cash
TechCrunch,AOL,2010,28-09-2010,Undisclosed amount,Undisclosed,Undisclosed
The Huffington Post,AOL,2011,07-02-2011,"$315,000,000",Complete,Cash
Thing Labs,AOL,2010,28-09-2010,Undisclosed amount,Undisclosed,Undisclosed
Third Screen Media,AOL,2007,01-05-2007,Undisclosed amount,Undisclosed,Undisclosed
Truveo,AOL,2006,10-01-2006,Undisclosed amount,Undisclosed,Stock
Unblab,AOL,2010,02-12-2010,Undisclosed amount,Undisclosed,Undisclosed
Userplane,AOL,2006,14-08-2006,"$40,000,000",Undisclosed,"Cash, Stock"
Weblogs,AOL,2005,16-10-2005,Undisclosed amount,Undisclosed,Cash
When,AOL,1999,01-04-1999,Undisclosed amount,Undisclosed,Undisclosed
WildSeed,AOL,2005,07-08-2005,Undisclosed amount,Undisclosed,Undisclosed
Xdrive,AOL,2005,04-08-2005,"$30,000,000",Undisclosed,Undisclosed
Yedda,AOL,2007,11-11-2007,Undisclosed amount,Undisclosed,Cash
Picasa,Appirio,2011,11-04-2011,Undisclosed amount,Undisclosed,Undisclosed
AlgoTrim,Apple,2013,28-08-2013,Undisclosed amount,Undisclosed,Undisclosed
Anobit Technologies,Apple,2011,13-12-2011,"$450,000,000",Undisclosed,Undisclosed
AuthenTec,Apple,2012,27-07-2012,"$356,000,000",Undisclosed,Undisclosed
Beats Electronics,Apple,2014,28-05-2014,"$3,000,000,000",Complete,"Cash, Stock"
Booklamp,Apple,2014,25-07-2014,Undisclosed amount,Undisclosed,Undisclosed
Burstly,Apple,2014,21-02-2014,Undisclosed amount,Undisclosed,Undisclosed
Chomp,Apple,2012,23-02-2012,Undisclosed amount,Undisclosed,Undisclosed
Color Labs Inc.,Apple,2012,12-11-2012,"$7,000,000",Complete,"Cash, Stock"
Concept.io,Apple,2014,28-07-2014,"$30,000,000",Pending,Undisclosed
Coral Software,Apple,1989,03-01-1989,Undisclosed amount,Undisclosed,Undisclosed
Cue,Apple,2013,04-10-2013,"$50,000,000",Undisclosed,Undisclosed
Emagic,Apple,2002,01-07-2002,"$30,000,000",Undisclosed,Cash
Embark,Apple,2013,22-08-2013,Undisclosed amount,Undisclosed,Undisclosed
Fingerworks,Apple,2007,22-01-2007,Undisclosed amount,Undisclosed,Undisclosed
HopStop.com,Apple,2013,19-07-2013,Undisclosed amount,Undisclosed,Undisclosed
imsense,Apple,2010,01-07-2010,Undisclosed amount,Undisclosed,Undisclosed
Intrinsity,Apple,2010,27-04-2010,"$121,000,000",Undisclosed,Undisclosed
Lala,Apple,2009,05-12-2009,"$80,000,000",Undisclosed,"Cash, Stock"
Locationary,Apple,2013,19-07-2013,Undisclosed amount,Undisclosed,Undisclosed
LuxVue Technology,Apple,2014,02-05-2014,Undisclosed amount,Complete,Undisclosed
Matcha,Apple,2013,13-08-2013,Undisclosed amount,Undisclosed,Undisclosed
Nashoba Systems,Apple,1988,11-07-1988,Undisclosed amount,Undisclosed,Undisclosed
NetSelector,Apple,2000,07-01-2000,Undisclosed amount,Undisclosed,Undisclosed
Network Innovations,Apple,1988,02-03-1988,Undisclosed amount,Undisclosed,Undisclosed
NeXT Computer,Apple,1997,07-02-1997,Undisclosed amount,Undisclosed,Undisclosed
NeXT,Apple,1996,20-12-1996,"$400,000,000",Undisclosed,Undisclosed
Nothing Real,Apple,2002,07-02-2002,Undisclosed amount,Undisclosed,Undisclosed
Novauris,Apple,2014,04-04-2014,Undisclosed amount,Undisclosed,Undisclosed
Orion Network Systems,Apple,1988,07-06-1988,Undisclosed amount,Undisclosed,Undisclosed
PA Semi,Apple,2008,23-04-2008,"$278,000,000",Undisclosed,Cash
Particle,Apple,2012,18-10-2012,Undisclosed amount,Undisclosed,Undisclosed
Passif Semiconductor,Apple,2013,01-08-2013,Undisclosed amount,Undisclosed,Undisclosed
Placebase,Apple,2009,01-07-2009,Undisclosed amount,Undisclosed,Undisclosed
Polar Rose,Apple,2010,20-09-2010,"$29,000,000",Undisclosed,Undisclosed
Poly9,Apple,2010,01-07-2010,Undisclosed amount,Undisclosed,Undisclosed
PowerSchool,Apple,2001,13-03-2001,Undisclosed amount,Undisclosed,Undisclosed
PrimeSense,Apple,2013,18-07-2013,"$345,000,000",Undisclosed,Undisclosed
Propel Software,Apple,2002,20-06-2002,Undisclosed amount,Undisclosed,Undisclosed
Proximity,Apple,2006,05-12-2006,Undisclosed amount,Undisclosed,Undisclosed
Quattro Wireless,Apple,2010,05-01-2010,"$275,000,000",Undisclosed,Undisclosed
Raycer Graphics,Apple,1999,02-11-1999,Undisclosed amount,Undisclosed,Undisclosed
Silicon Color,Apple,2006,16-10-2006,Undisclosed amount,Undisclosed,Undisclosed
Siri,Apple,2010,28-04-2010,Undisclosed amount,Undisclosed,Undisclosed
SnappyLabs,Apple,2014,04-01-2014,Undisclosed amount,Undisclosed,Undisclosed
Spotsetter,Apple,2014,06-06-2014,Undisclosed amount,Complete,Undisclosed
Spruce Technologies,Apple,2001,09-07-2001,Undisclosed amount,Undisclosed,Undisclosed
Styleware,Apple,1988,27-06-1988,Undisclosed amount,Undisclosed,Undisclosed
Topsy Labs,Apple,2013,02-12-2013,"$200,000,000",Undisclosed,Undisclosed
WiFiSLAM,Apple,2013,24-03-2013,"$20,000,000",Undisclosed,"Cash, Stock"
Xemplar Education,Apple,1999,08-01-1999,Undisclosed amount,Undisclosed,Undisclosed
Zayante,Apple,2002,04-04-2002,Undisclosed amount,Undisclosed,Undisclosed
Centennial Communications Corp,AT&T,2009,06-11-2009,"$944,000,000",Undisclosed,Cash
Dobson Communications,AT&T,2007,15-11-2007,Undisclosed amount,Undisclosed,Undisclosed
Edge Wireless,AT&T,2007,04-12-2007,Undisclosed amount,Undisclosed,Undisclosed
inFreeDA,AT&T,2006,01-12-2006,Undisclosed amount,Undisclosed,"Cash, Stock"
Leap Wireless,AT&T,2013,12-07-2013,"$1,200,000,000",Undisclosed,Undisclosed
NextWave Wireless,AT&T,2012,02-08-2012,"$50,000,000",Undisclosed,Undisclosed
Plusmo,AT&T,2009,30-09-2009,Undisclosed amount,Undisclosed,Undisclosed
Sterling Commerce,AT&T,2009,22-02-2009,"$3,900,000,000",Undisclosed,Undisclosed
Superclick Networks,AT&T,2011,26-09-2011,"$15,000,000",Undisclosed,Cash
Wayport,AT&T,2008,10-11-2008,"$275,000,000",Undisclosed,Cash
Xanboo,AT&T,2010,06-12-2010,Undisclosed amount,Undisclosed,Undisclosed
YellowPages,AT&T,2004,01-11-2004,Undisclosed amount,Undisclosed,Cash
delicious,AVOS Systems,2011,27-04-2011,Undisclosed amount,Undisclosed,Undisclosed
Trapeze Networks,Belden,2008,06-06-2008,"$133,000,000",Undisclosed,Cash
Alt-N Technologies,BlackBerry,2009,13-02-2009,Undisclosed amount,Undisclosed,Undisclosed
Ascendent Systems,BlackBerry,2006,10-03-2006,Undisclosed amount,Undisclosed,Undisclosed
Cellmania,BlackBerry,2010,24-08-2010,Undisclosed amount,Undisclosed,Undisclosed
Certicom,BlackBerry,2009,24-03-2009,Undisclosed amount,Undisclosed,Undisclosed
Chalk,BlackBerry,2008,11-12-2008,Undisclosed amount,Undisclosed,Undisclosed
Dash,BlackBerry,2009,04-06-2009,Undisclosed amount,Undisclosed,Undisclosed
Epoch Integration,BlackBerry,2006,22-11-2006,Undisclosed amount,Undisclosed,Undisclosed
Fastmobile,BlackBerry,2007,15-11-2007,Undisclosed amount,Complete,Undisclosed
Gist,BlackBerry,2011,14-02-2011,Undisclosed amount,Undisclosed,Undisclosed
JayCut,BlackBerry,2011,23-07-2011,Undisclosed amount,Undisclosed,Undisclosed
LiveProfile,BlackBerry,2011,01-10-2011,Undisclosed amount,Undisclosed,Cash
Movirtu,BlackBerry,2014,11-09-2014,Undisclosed amount,Pending,Undisclosed
NewBay,BlackBerry,2011,07-10-2011,Undisclosed amount,Undisclosed,Undisclosed
Paratek,BlackBerry,2012,09-03-2012,Undisclosed amount,Undisclosed,Undisclosed
QNX Software Systems,BlackBerry,2010,08-06-2010,"$200,000,000",Undisclosed,Undisclosed
Scoreloop,BlackBerry,2011,07-06-2011,Undisclosed amount,Undisclosed,Undisclosed
Secusmart,BlackBerry,2014,29-07-2014,Undisclosed amount,Pending,Undisclosed
SlipStream Data,BlackBerry,2006,15-07-2006,Undisclosed amount,Undisclosed,Undisclosed
TAT - The Astonishing Tribe,BlackBerry,2010,02-12-2010,Undisclosed amount,Undisclosed,Undisclosed
TinyHippos,BlackBerry,2011,26-03-2011,Undisclosed amount,Undisclosed,Undisclosed
Torch Mobile,BlackBerry,2009,24-08-2009,Undisclosed amount,Undisclosed,Undisclosed
Tungle.me,BlackBerry,2011,27-04-2011,Undisclosed amount,Undisclosed,Undisclosed
Ubitexx,BlackBerry,2011,02-05-2011,Undisclosed amount,Undisclosed,Undisclosed
Viigo,BlackBerry,2010,26-03-2010,Undisclosed amount,Undisclosed,Undisclosed
3Tera,CA Technologies,2010,24-02-2010,Undisclosed amount,Undisclosed,Undisclosed
Arcot Systems,CA Technologies,2010,05-10-2010,Undisclosed amount,Undisclosed,Undisclosed
Base Technologies,CA Technologies,2011,06-04-2011,Undisclosed amount,Undisclosed,Undisclosed
Cassatt,CA Technologies,2009,02-06-2009,Undisclosed amount,Undisclosed,Undisclosed
Hyperformix,CA Technologies,2010,28-09-2010,Undisclosed amount,Undisclosed,Undisclosed
Interactive TKO,CA Technologies,2011,29-06-2011,"$330,000,000",Undisclosed,Cash
Layer 7 Technologies,CA Technologies,2013,10-05-2013,"$155,000,000",Undisclosed,Undisclosed
Legent Corporation,CA Technologies,1995,01-08-1995,"$1,700,000,000",Undisclosed,Undisclosed
NetQoS,CA Technologies,2009,14-09-2009,"$200,000,000",Undisclosed,Cash
Nimsoft,CA Technologies,2010,10-03-2010,"$350,000,000",Undisclosed,Undisclosed
Nolio,CA Technologies,2013,01-04-2013,"$40,000,000",Undisclosed,Undisclosed
Oblicore,CA Technologies,2010,11-01-2010,Undisclosed amount,Undisclosed,Undisclosed
Optinuity,CA Technologies,2008,06-10-2008,Undisclosed amount,Undisclosed,Undisclosed
Orchestria Corporation,CA Technologies,2009,01-01-2009,Undisclosed amount,Undisclosed,Undisclosed
WatchMouse,CA Technologies,2011,29-07-2011,Undisclosed amount,Undisclosed,Undisclosed
Wily Technology,CA Technologies,2006,05-01-2006,"$375,000,000",Undisclosed,Cash
Active Voice Corporation,Cisco Systems,2000,10-11-2000,Undisclosed amount,Undisclosed,Undisclosed
Actona Technologies,Cisco Systems,2004,29-06-2004,Undisclosed amount,Undisclosed,Undisclosed
Airespace,Cisco Systems,2005,23-03-2005,"$450,000,000",Undisclosed,Stock
Aironet Wireless Communications,Cisco Systems,1999,09-11-1999,Undisclosed amount,Undisclosed,Undisclosed
Allegro Systems,Cisco Systems,2001,27-07-2001,Undisclosed amount,Undisclosed,Undisclosed
Altiga Networks,Cisco Systems,2000,19-01-2000,Undisclosed amount,Undisclosed,Undisclosed
American Internet Corporation,Cisco Systems,1998,21-08-1998,Undisclosed amount,Undisclosed,Undisclosed
Amteva Technologies,Cisco Systems,1999,28-04-1999,Undisclosed amount,Undisclosed,Undisclosed
Andiamo Systems,Cisco Systems,2002,20-08-2002,Undisclosed amount,Undisclosed,Undisclosed
Arch Rock Corporation,Cisco Systems,2010,02-09-2010,Undisclosed amount,Undisclosed,Undisclosed
Ardent Communications,Cisco Systems,1997,24-06-1997,Undisclosed amount,Undisclosed,Undisclosed
ArrowPoint Communications,Cisco Systems,2000,05-05-2000,Undisclosed amount,Undisclosed,Undisclosed
Arroyo Video Solutions,Cisco Systems,2006,21-08-2006,Undisclosed amount,Undisclosed,Undisclosed
Atlantech Technologies,Cisco Systems,2000,01-03-2000,Undisclosed amount,Undisclosed,Undisclosed
Audium,Cisco Systems,2006,08-06-2006,Undisclosed amount,Undisclosed,Undisclosed
AuroraNetics,Cisco Systems,2000,11-07-2000,Undisclosed amount,Undisclosed,Undisclosed
Avisena,Cisco Systems,2006,27-02-2006,Undisclosed amount,Undisclosed,Undisclosed
AYR Networks,Cisco Systems,2002,25-07-2002,Undisclosed amount,Undisclosed,Undisclosed
BCN Systems,Cisco Systems,2004,09-12-2004,Undisclosed amount,Undisclosed,Undisclosed
BNI Video,Cisco Systems,2011,20-10-2011,"$99,000,000",Undisclosed,Cash
BroadWare Technologies,Cisco Systems,2007,22-05-2007,Undisclosed amount,Undisclosed,Undisclosed
CAIS Software Solutions,Cisco Systems,2000,20-10-2000,Undisclosed amount,Undisclosed,Undisclosed
CALISTA,Cisco Systems,1999,16-08-1999,Undisclosed amount,Undisclosed,Undisclosed
Cariden Technologies,Cisco Systems,2012,29-11-2012,Undisclosed amount,Undisclosed,Undisclosed
Cerent,Cisco Systems,1999,26-08-1999,"$7,400,000,000",Undisclosed,Stock
Clarity Wireless,Cisco Systems,1998,15-09-1998,Undisclosed amount,Undisclosed,Undisclosed
CLASS Data Systems,Cisco Systems,1998,04-05-1998,Undisclosed amount,Undisclosed,Undisclosed
ClearAccess,Cisco Systems,2012,29-03-2012,Undisclosed amount,Undisclosed,Undisclosed
Cloupia,Cisco Systems,2012,15-11-2012,"$125,000,000",Undisclosed,Undisclosed
Cocom,Cisco Systems,1999,15-09-1999,Undisclosed amount,Undisclosed,Undisclosed
Cognio,Cisco Systems,2007,18-09-2007,Undisclosed amount,Undisclosed,Undisclosed
Cognitive Security,Cisco Systems,2013,29-01-2013,Undisclosed amount,Undisclosed,Undisclosed
Collaborate.com,Cisco Systems,2013,17-12-2013,Undisclosed amount,Undisclosed,Undisclosed
Combinet,Cisco Systems,1995,10-08-1995,Undisclosed amount,Undisclosed,Undisclosed
Compatible Systems,Cisco Systems,2000,19-01-2000,Undisclosed amount,Undisclosed,Undisclosed
Composite Software,Cisco Systems,2013,20-06-2013,"$180,000,000",Undisclosed,Undisclosed
CoreOptics,Cisco Systems,2010,20-05-2010,"$99,000,000",Undisclosed,"Cash, Stock"
Crescendo Communications,Cisco Systems,1993,24-09-1993,Undisclosed amount,Undisclosed,Undisclosed
DAGAZ Technologies,Cisco Systems,1997,02-09-1997,Undisclosed amount,Undisclosed,Undisclosed
DiviTech A/S,Cisco Systems,2008,10-06-2008,Undisclosed amount,Undisclosed,Undisclosed
DVN,Cisco Systems,2009,02-11-2009,"$44,500,000",Undisclosed,Cash
DynamicSoft,Cisco Systems,2004,13-09-2004,Undisclosed amount,Undisclosed,Undisclosed
ExiO Communications,Cisco Systems,2000,14-12-2000,Undisclosed amount,Undisclosed,Undisclosed
Extend Media,Cisco Systems,2010,26-08-2010,"$80,000,000",Undisclosed,Undisclosed
Fast Data Technology,Cisco Systems,2008,01-05-2008,Undisclosed amount,Undisclosed,Undisclosed
Fibex Systems,Cisco Systems,1999,08-04-1999,Undisclosed amount,Undisclosed,Undisclosed
FineGround Networks,Cisco Systems,2005,26-05-2005,Undisclosed amount,Undisclosed,Undisclosed
FiveAcross,Cisco Systems,2007,08-02-2007,Undisclosed amount,Undisclosed,Undisclosed
GeoTel Communications,Cisco Systems,1999,13-04-1999,Undisclosed amount,Undisclosed,Undisclosed
Global Internet Software Group,Cisco Systems,1997,24-06-1997,Undisclosed amount,Undisclosed,Undisclosed
Grand Junction Networks,Cisco Systems,1995,06-11-1995,Undisclosed amount,Undisclosed,Undisclosed
Greenfield Networks,Cisco Systems,2006,13-11-2006,Undisclosed amount,Undisclosed,Undisclosed
Growth Networks,Cisco Systems,2000,16-02-2000,Undisclosed amount,Undisclosed,Undisclosed
Hammerhead Networks,Cisco Systems,2002,01-05-2002,Undisclosed amount,Undisclosed,Undisclosed
HyNEX,Cisco Systems,2000,05-06-2000,Undisclosed amount,Undisclosed,Undisclosed
InfoGear Technology,Cisco Systems,2000,16-03-2000,Undisclosed amount,Undisclosed,Undisclosed
Inlet Technologies,Cisco Systems,2011,04-02-2011,Undisclosed amount,Undisclosed,Undisclosed
Internet Engineering Group,Cisco Systems,1999,17-12-1999,Undisclosed amount,Undisclosed,Undisclosed
Internet Junction,Cisco Systems,1995,06-09-1995,Undisclosed amount,Undisclosed,Undisclosed
Intucell,Cisco Systems,2013,23-01-2013,"$475,000,000",Undisclosed,Cash
IPCell Technologies,Cisco Systems,2000,28-09-2000,Undisclosed amount,Undisclosed,Undisclosed
